"자치구","안심 주소","CCTV 용도","WGS x좌표","WGS y좌표","CCTV 수량","수정 일시"
"용산구","(이촌동 300-10 점보아파트 후문 경비초소 옆)","방범","37.517838","126.978534","1","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 310 래미안 첼리투스","방범","37.517846","126.981559","1","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 319 현대아파트","방범","37.517886","126.982848","2","2019-12-12"
"용산구","서울특별시 용산구 서빙고동 이촌로 347 신동아아파트","방범","37.517889","126.985426","1","2019-12-12"
"용산구","(용산동6가 69-11 동작대교 밑 주차장 내)","방범","37.517945","126.98307","4","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 274 ","방범","37.518019","126.977997","1","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 291 구두수선대","방범","37.518213","126.979097","2","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 274 ","방범","37.518925","126.977080","1","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 291 구두수선대","방범","37.518955","126.979465","2","2019-12-12"
"용산구","(서빙고동 241-5 서빙고역 육교)","방범","37.518981","126.989554","1","2019-12-12"
"용산구","(이촌동 300-166 한강맨션 15동 옆)","방범","37.519115","126.971749","1","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로87길 13 강촌아파트","방범","37.519214","126.978575","1","2019-12-12"
"용산구","서울특별시 용산구 서빙고동 서빙고로62길 35 ","방범","37.519415","126.991457","1","2019-12-12"
"용산구","서울특별시 용산구 서빙고동 서빙고로62길 27 한강르네상스아파트","방범","37.519505","126.99264","4","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 245 로얄상가","방범","37.519603","126.974714","2","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로64길 24 ","방범","37.519649","126.970023","1","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로89길 32 이촌아파트","방범","37.519680","126.980594","1","2019-12-12"
"용산구","(이촌동 419 사촌1길 진입로)","방범","37.519922","126.966975","1","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로58길 12 ","방범","37.520185","126.968263","2","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 206 국민은행","방범","37.520235","126.969203","1","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로81길 34 ","방범","37.520297","126.977005","1","2019-12-12"
"용산구","서울특별시 용산구 서빙고동 서빙고로 269 CGNTV","방범","37.520387","126.993226","1","2019-12-12"
"용산구","서울특별시 용산구 서빙고동 서빙고로 269 CGNTV","방범","37.520398","126.993435","2","2019-12-12"
"용산구","서울특별시 용산구 동빙고동 서빙고로 291 ","방범","37.520723","126.995252","3","2019-12-12"
"용산구","서울특별시 용산구 동빙고동 서빙고로 291 ","방범","37.520874","126.995152","3","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로46길 33 대한의사협회","방범","37.520969","126.966012","1","2019-12-12"
"용산구","(이촌동 399 충신교회 건너편)","방범","37.521030","126.971741","2","2019-12-12"
"용산구","서울특별시 용산구 동빙고동 서빙고로 295 장수장여관","방범","37.521082","126.996179","4","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로65가길 66 대영아파트","방범","37.521161","126.974431","2","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 223 농업기술진흥관","방범","37.521208","126.972886","1","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 156 빌라맨션","방범","37.521318","126.964977","2","2019-12-12"
"용산구","서울특별시 용산구 동빙고동 서빙고로 295 장수장여관","방범","37.521322","126.996546","4","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 223 농업기술진흥관","방범","37.521567","126.972929","1","2019-12-12"
"용산구","서울특별시 용산구 서빙고동 녹사평대로11가길 5 ","방범","37.521615","126.993829","1","2019-12-12"
"용산구","(이촌동 301-78 용강중학교 옆)","방범","37.521662","126.975443","1","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 174 동부센트레빌아파트","방범","37.521716","126.966183","2","2019-12-12"
"용산구","(이촌동 302-87 충신교회 주차장 옆)","방범","37.521812","126.963716","2","2019-12-12"
"용산구","서울특별시 용산구 동빙고동 서빙고로67길 16 ","방범","37.521856","126.995575","1","2019-12-12"
"용산구","서울특별시 용산구 동빙고동 서빙고로 295 장수장여관","방범","37.521902","126.996803","3","2019-12-12"
"용산구","서울특별시 용산구 동빙고동 서빙고로67길 16 ","방범","37.521969","126.995864","1","2019-12-12"
"용산구","서울특별시 용산구 동빙고동 서빙고로67길 18 동서연립","방범","37.521972","126.994507","4","2019-12-12"
"용산구","서울특별시 용산구 용산동5가 서빙고로 83 4호선 이촌역","방범","37.522045","126.973253","2","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로65가길 3 한강대우아파트","방범","37.522102","126.971209","2","2019-12-12"
"용산구","서울특별시 용산구 동빙고동 서빙고로73길 24 ","방범","37.522109","126.996473","5","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 서빙고로 50 ","방범","37.522136","126.969926","1","2019-12-12"
"용산구","(서빙고동 4-108 미군부대 정문 앞)","방범","37.522279","126.990873","3","2019-12-12"
"용산구","서울특별시 용산구 용산동5가 서빙고로 83 4호선 이촌역","방범","37.522280","126.973266","1","2019-12-12"
"용산구","서울특별시 용산구 동빙고동 녹사평대로14길 39 ","방범","37.522285","126.995823","3","2019-12-12"
"용산구","서울특별시 용산구 주성동 서빙고로91가길 9 ","방범","37.522364","126.9981","3","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 한강대로14가길 45 ","방범","37.522486","126.963469","2","2019-12-12"
"용산구","(이촌동 406 한가람아파트 219동 옆)","방범","37.522602","126.972485","1","2019-12-12"
"용산구","서울특별시 용산구 동빙고동 서빙고로75길 22 ","방범","37.522788","126.997361","2","2019-12-12"
"용산구","서울특별시 용산구 주성동 서빙고로91길 60 ","방범","37.522845","127.000376","3","2019-12-12"
"용산구","서울특별시 용산구 주성동 서빙고로91가길 9 ","방범","37.522899","126.998875","1","2019-12-12"
"용산구","(이촌동 400 이촌현대한강 아파트 102동 뒷길)","방범","37.522952","126.957768","2","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 서빙고로22길 6 ","방범","37.523028","126.968054","1","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 이촌로 105 ","방범","37.523075","126.959328","2","2019-12-12"
"용산구","서울특별시 용산구 동빙고동 녹사평대로14길 29 ","방범","37.523140","126.995763","3","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 한강대로10길 13 알베로 소망마트","방범","37.523169","126.964077","3","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 100 ","방범","37.523216","126.958416","3","2019-12-12"
"용산구","서울특별시 용산구 용산동5가 서빙고로 85 ","방범","37.523222","126.973680","1","2019-12-12"
"용산구","(이촌동 400 현대한강 101동 12호 라인 뒤쪽 한강공원 출구","방범","37.523327","126.956903","2","2019-12-12"
"용산구","(이촌동 172-1 현대한강 뒤편 육교가는길)","방범","37.523475","126.95669","1","2019-12-12"
"용산구","서울특별시 용산구 동빙고동 녹사평대로14길 7 동빙고어린이집","방범","37.523594","126.993646","4","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 이촌로 115 ","방범","37.523748","126.960843","1","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 이촌로 115 ","방범","37.523761","126.960837","1","2019-12-12"
"용산구","서울특별시 용산구 동빙고동 서빙고로71길 74 ","방범","37.523865","126.996552","2","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로22길 13 서부아파트","방범","37.524177","126.956539","3","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 이촌로 101 한진빌딩","방범","37.524279","126.959543","2","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로22길 13 서부아파트","방범","37.524293","126.956694","1","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 한강대로 29 ","방범","37.524303","126.962217","1","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로22길 13 서부아파트","방범","37.524447","126.956889","2","2019-12-12"
"용산구","서울특별시 용산구 동빙고동 서빙고로91나길 64 ","방범","37.524463","126.996702","3","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 이촌로29길 38 ","방범","37.524540","126.961981","1","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 한강대로10길 11 ","방범","37.524595","126.965529","1","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 이촌로29길 38 ","방범","37.524669","126.961715","1","2019-12-12"
"용산구","서울특별시 용산구 용산동5가 서빙고로 67 파크타워","방범","37.524760","126.971608","1","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 80 새남터천주교회","방범","37.524869","126.957492","3","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 80 새남터천주교회","방범","37.5249","126.957496","2","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 이촌로29길 16 ","방범","37.524933","126.960595","1","2019-12-12"
"용산구","서울특별시 용산구 보광동 장문로 68 ","방범","37.525011","126.997628","2","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로 17 ","방범","37.525168","127.000932","3","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로18길 3 ","방범","37.525321","126.955747","3","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 이촌로 73 ","방범","37.525458","126.956041","3","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 한강대로11길 13 용일빌딩","방범","37.525616","126.962023","1","2019-12-12"
"용산구","서울특별시 용산구 보광동 장문로 76 ","방범","37.525635","126.998528","3","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로 3 차병원공업사","방범","37.525638","127.001086","3","2019-12-12"
"용산구","서울특별시 용산구 보광동 장문로 86 ","방범","37.525662","126.999208","1","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로18길 21 ","방범","37.525701","126.954281","3","2019-12-12"
"용산구","서울특별시 용산구 동빙고동 서빙고로91나길 100 ","방범","37.525872","126.996232","3","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 이촌로 73 ","방범","37.525917","126.956503","3","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로18길 3 ","방범","37.525948","126.955472","3","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로14길 11 ","방범","37.526036","126.954932","4","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 한강대로15길 8 ","방범","37.526128","126.963430","4","2019-12-12"
"용산구","서울특별시 용산구 보광동 장문로 77 홍일빌딩","방범","37.526261","126.998815","4","2019-12-12"
"용산구","서울특별시 용산구 보광동 서빙고로95길 6 ","방범","37.526262","127.003020","1","2019-12-12"
"용산구","서울특별시 용산구 보광동 장문로 67 ","방범","37.526265","126.997603","2","2019-12-12"
"용산구","서울특별시 용산구 보광동 장문로 67 ","방범","37.526283","126.997979","2","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 55 ","방범","37.526326","126.955482","3","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로14길 11 ","방범","37.526343","126.954115","1","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로14길 11 ","방범","37.526409","126.954051","1","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 한강대로15길 8 ","방범","37.526541","126.963717","5","2019-12-12"
"용산구","서울특별시 용산구 보광동 장문로 67 ","방범","37.526594","126.997725","2","2019-12-12"
"용산구","서울특별시 용산구 보광동 장문로 77 홍일빌딩","방범","37.526623","126.998609","1","2019-12-12"
"용산구","서울특별시 용산구 보광동 장문로 67 ","방범","37.526730","126.997376","3","2019-12-12"
"용산구","서울특별시 용산구 보광동 장문로 104 신동아아파트","방범","37.526742","127.001039","3","2019-12-12"
"용산구","서울특별시 용산구 보광동 서빙고로 381 보광세차장","방범","37.526924","127.002359","3","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로 25 ","방범","37.526953","126.999211","2","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로21길 26 ","방범","37.527008","126.997156","3","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로12가길 5 ","방범","37.527016","127.001564","2","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 46 이촌태권도체육관","방범","37.527052","126.954041","3","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 46 이촌태권도체육관","방범","37.527057","126.954586","3","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로12가길 5 ","방범","37.527102","127.001565","1","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로 30 보광시장상가(주)","방범","37.527146","127.000458","3","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로21길 26 ","방범","37.527283","126.997692","2","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로19길 13 ","방범","37.527362","126.998368","4","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 한강대로21길 25 한국여성단체협의회","방범","37.527434","126.963084","3","2019-12-12"
"용산구","서울특별시 용산구 보광동 장문로 125 ","방범","37.527516","127.003611","3","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 46 이촌태권도체육관","방범","37.527529","126.954284","1","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 46 이촌태권도체육관","방범","37.527571","126.954524","4","2019-12-12"
"용산구","서울특별시 용산구 보광동 장문로 116 ","방범","37.527645","127.002381","1","2019-12-12"
"용산구","서울특별시 용산구 동빙고동 장문로9가길 33 ","방범","37.527706","126.99699","3","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로19길 13 ","방범","37.527822","126.998227","1","2019-12-12"
"용산구","서울특별시 용산구 한남동 서빙고로 413 한남동 하이페리온","방범","37.527980","127.005752","4","2019-12-12"
"용산구","서울특별시 용산구 보광동 장문로41가길 3 ","방범","37.528313","127.002099","2","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로 51 ","방범","37.528319","126.997304","3","2019-12-12"
"용산구","(보광로25길 5 (보광동 231-122) 이레공인중개사 안쪽 골목)","방범","37.52835","37.52835","2","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로2가길 29 ","방범","37.528452","126.953922","3","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로12가길 29 ","방범","37.528493","127.000719","2","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로12가길 29 ","방범","37.528587","127.000991","1","2019-12-12"
"용산구","서울특별시 용산구 보광동 장문로41가길 5 ","방범","37.528670","127.001702","1","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로2가길 29 ","방범","37.528794","126.953851","2","2019-12-12"
"용산구","서울특별시 용산구 한남동 서빙고로 417 한남동 하이페리온 Ⅱ","방범","37.528796","127.005695","1","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로30가길 6 ","방범","37.529102","126.999982","1","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로12가길 52 ","방범","37.529121","127.000519","4","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로 61 ","방범","37.529131","126.997962","3","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로 56 ","방범","37.529217","126.998798","3","2019-12-12"
"용산구","서울특별시 용산구 한남동 우사단로10길 165 ","방범","37.529239","127.003780","3","2019-12-12"
"용산구","서울특별시 용산구 한남동 대사관로34나길 11 ","방범","37.529361","127.005223","1","2019-12-12"
"용산구","서울특별시 용산구 보광동 우사단로10마길 7 ","방범","37.529395","127.002079","2","2019-12-12"
"용산구","서울특별시 용산구 한남동 독서당로 11 ","방범","37.529548","127.006043","3","2019-12-12"
"용산구","서울특별시 용산구 한남동 대사관로34나길 32 ","방범","37.529608","127.004876","2","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로30가길 6 ","방범","37.529753","126.999151","3","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로12가길 52 ","방범","37.529764","127.000256","1","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로12가길 52 ","방범","37.529805","127.00008","1","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로 16 문화장여관","방범","37.529806","126.954396","3","2019-12-12"
"용산구","서울특별시 용산구 한강로2가 한강대로38가길 7 은풍빌딩","방범","37.529824","126.969805","3","2019-12-12"
"용산구","서울특별시 용산구 한남동 대사관로34나길 11 ","방범","37.529945","127.005938","1","2019-12-12"
"용산구","서울특별시 용산구 이촌동 이촌로2가길 1 이촌119안전센터","방범","37.530007","126.953148","3","2019-12-12"
"용산구","서울특별시 용산구 한남동 독서당로14길 54 ","방범","37.530021","127.008661","1","2019-12-12"
"용산구","서울특별시 용산구 한남동 독서당로14길 63 어수빌라","방범","37.530068","127.009334","1","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로30가길 17 ","방범","37.530084","126.998673","1","2019-12-12"
"용산구","서울특별시 용산구 한강로2가 한강대로40길 9 ","방범","37.530114","126.970973","1","2019-12-12"
"용산구","서울특별시 용산구 한강로2가 새창로 209 가든장모텔","방범","37.530125","126.967415","3","2019-12-12"
"용산구","서울특별시 용산구 한강로2가 한강대로 118 서울용산우체국","방범","37.530213","126.969791","2","2019-12-12"
"용산구","서울특별시 용산구 한남동 대사관로34다길 51 ","방범","37.530296","127.003169","3","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로30가길 17 ","방범","37.530316","126.998145","2","2019-12-12"
"용산구","서울특별시 용산구 보광동 우사단로2가길 14 ","방범","37.530397","127.000095","3","2019-12-12"
"용산구","서울특별시 용산구 보광동 우사단로2가길 14 ","방범","37.530506","127.000921","1","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로 72 서울빌라","방범","37.530599","126.997626","4","2019-12-12"
"용산구","서울특별시 용산구 한남동 대사관로30가길 71 ","방범","37.530609","127.002671","1","2019-12-12"
"용산구","서울특별시 용산구 한강로2가 한강대로40길 9 ","방범","37.530669","126.970898","4","2019-12-12"
"용산구","서울특별시 용산구 한남동 대사관로34다길 51 ","방범","37.530675","127.003865","3","2019-12-12"
"용산구","서울특별시 용산구 보광동 보광로30가길 17 ","방범","37.530701","126.998982","1","2019-12-12"
"용산구","서울특별시 용산구 한남동 대사관로30가길 71 ","방범","37.530756","127.002289","1","2019-12-12"
"용산구","서울특별시 용산구 보광동 우사단로2가길 9 ","방범","37.530795","126.999865","4","2019-12-12"
"용산구","서울특별시 용산구 한남동 대사관로30나길 21 ","방범","37.530894","127.004644","1","2019-12-12"
"용산구","서울특별시 용산구 한남동 대사관로30나길 21 ","방범","37.530941","127.004838","3","2019-12-12"
"용산구","서울특별시 용산구 한강로2가 한강대로 115 대우디오빌","방범","37.530952","126.968093","3","2019-12-12"
"용산구","서울특별시 용산구 이태원동 우사단로 5 ","방범","37.531002","126.996187","1","2019-12-12"
"용산구","서울특별시 용산구 이태원동 우사단로6길 12 ","방범","37.531018","126.997563","2","2019-12-12"
"용산구","서울특별시 용산구 한남동 우사단로10길 95 ","방범","37.531087","127.000858","2","2019-12-12"
"용산구","서울특별시 용산구 한남동 유엔빌리지길 68 ","방범","37.531115","127.010313","3","2019-12-12"
"용산구","서울특별시 용산구 이태원동 보광로 90 태광빌딩","방범","37.531120","126.995805","3","2019-12-12"
"용산구","서울특별시 용산구 한남동 대사관로30가길 50 ","방범","37.531165","127.002411","1","2019-12-12"
"용산구","서울특별시 용산구 한강로3가 이촌로 5 한강그랜드오피스텔","방범","37.531195","126.954659","3","2019-12-12"
"용산구","서울특별시 용산구 보광동 우사단로10길 70 ","방범","37.531338","126.999028","2","2019-12-12"
"용산구","서울특별시 용산구 한남동 대사관로30가길 30 ","방범","37.531466","127.003483","4","2019-12-12"
"용산구","서울특별시 용산구 한강로1가 한강대로52길 25 ","방범","37.531470","126.972185","1","2019-12-12"
"용산구","서울특별시 용산구 이태원동 우사단로6길 12 ","방범","37.531499","126.997862","4","2019-12-12"
"용산구","서울특별시 용산구 한강로2가 한강대로39길 6 ","방범","37.531527","126.968475","2","2019-12-12"
"용산구","서울특별시 용산구 한남동 대사관로30길 30 ","방범","37.531682","127.005386","2","2019-12-12"
"용산구","서울특별시 용산구 이태원동 녹사평대로26길 26 ","방범","37.531792","126.991997","1","2019-12-12"
"용산구","서울특별시 용산구 한남동 대사관로30길 30 ","방범","37.531821","127.005236","1","2019-12-12"
"용산구","서울특별시 용산구 한남동 대사관로30가길 50 ","방범","37.531833","127.002025","2","2019-12-12"
"용산구","서울특별시 용산구 한남동 대사관로30가길 11 ","방범","37.531861","127.004177","1","2019-12-12"
"용산구","서울특별시 용산구 한강로2가 청파로20길 43 ","방범","37.531883","126.965365","3","2019-12-12"
"용산구","서울특별시 용산구 이태원동 보광로 95 Buytheway","방범","37.531907","126.994225","3","2019-12-12"
"용산구","서울특별시 용산구 한남동 우사단로10길 95 ","방범","37.531928","127.000527","2","2019-12-12"
"용산구","서울특별시 용산구 이태원동 우사단로10길 30 ","방범","37.532043","126.997702","1","2019-12-12"
"용산구","서울특별시 용산구 한남동 대사관로12길 13 프리베빌라","방범","37.532076","127.001294","2","2019-12-12"
"용산구","서울특별시 용산구 이태원동 우사단로10길 30 ","방범","37.532128","126.997819","2","2019-12-12"
"용산구","서울특별시 용산구 한남동 대사관로6가길 8 ","방범","37.532283","126.998124","1","2019-12-12"
"용산구","서울특별시 용산구 원효로3가 원효로 97 ","방범","37.532354","126.954338","1","2019-12-12"
"용산구","서울특별시 용산구 한남동 대사관로6가길 8 ","방범","37.532377","126.998234","1","2019-12-12"
